,level,mets,time,value
23,1,28,00:23:00,2.3755199909210205
24,1,26,00:24:00,2.2058401107788086
25,1,26,00:25:00,2.2058401107788086
26,0,10,00:26:00,0.8483999967575073
27,1,26,00:27:00,2.2058401107788086
28,1,26,00:28:00,2.2058401107788086
29,1,27,00:29:00,2.290679931640625
30,1,26,00:30:00,2.2058401107788086
31,0,12,00:31:00,1.0180799961090088
32,0,12,00:32:00,1.0180799961090088
33,1,27,00:33:00,2.290679931640625
34,1,26,00:34:00,2.2058401107788086
35,0,12,00:35:00,1.0180799961090088
36,0,12,00:36:00,1.0180799961090088
37,1,24,00:37:00,2.0361599922180176
38,0,12,00:38:00,1.0180799961090088
39,1,25,00:39:00,2.121000051498413
40,0,12,00:40:00,1.0180799961090088
41,1,34,00:41:00,2.8845601081848145
42,0,13,00:42:00,1.1029200553894043
43,0,13,00:43:00,1.1029200553894043
44,0,13,00:44:00,1.1029200553894043
45,0,13,00:45:00,1.1029200553894043
46,0,13,00:46:00,1.1029200553894043
47,0,12,00:47:00,1.0180799961090088
48,0,12,00:48:00,1.0180799961090088
49,0,12,00:49:00,1.0180799961090088
50,0,12,00:50:00,1.0180799961090088
51,0,13,00:51:00,1.1029200553894043
52,0,13,00:52:00,1.1029200553894043
53,0,13,00:53:00,1.1029200553894043
54,0,12,00:54:00,1.0180799961090088
55,0,13,00:55:00,1.1029200553894043
56,0,13,00:56:00,1.1029200553894043
57,0,13,00:57:00,1.1029200553894043
58,0,13,00:58:00,1.1029200553894043
59,0,13,00:59:00,1.1029200553894043
60,0,13,01:00:00,1.1029200553894043
61,0,13,01:01:00,1.1029200553894043
62,0,13,01:02:00,1.1029200553894043
63,0,13,01:03:00,1.1029200553894043
64,0,13,01:04:00,1.1029200553894043
65,0,13,01:05:00,1.1029200553894043
66,0,13,01:06:00,1.1029200553894043
67,1,30,01:07:00,2.5452001094818115
68,0,13,01:08:00,1.1029200553894043
69,0,12,01:09:00,1.0180799961090088
70,0,12,01:10:00,1.0180799961090088
71,0,12,01:11:00,1.0180799961090088
