,time,value
382,04:28:13,85
383,04:28:23,86
384,04:28:28,85
385,04:28:33,84
386,04:28:38,84
387,04:28:43,86
388,04:28:48,86
389,04:28:53,85
390,04:28:58,85
391,04:29:03,86
392,04:29:08,86
393,04:29:18,85
394,04:29:23,83
395,04:29:28,84
396,04:29:38,82
397,04:29:43,83
398,04:29:48,84
399,04:29:58,85
400,04:30:03,87
401,04:30:08,88
402,04:30:13,89
403,04:30:23,90
404,04:30:28,90
405,04:30:33,88
406,04:30:48,90
407,04:30:53,89
408,04:30:58,90
409,04:31:03,87
410,04:31:18,87
411,04:31:23,81
412,04:31:38,81
413,04:31:43,82
414,04:31:53,84
415,04:31:58,85
416,04:32:08,86
417,04:32:23,86
418,04:32:28,87
419,04:32:43,86
420,04:32:53,85
421,04:32:58,84
422,04:33:03,82
423,04:33:08,81
424,04:33:13,80
425,04:33:18,79
426,04:33:23,80
427,04:33:28,78
428,04:33:38,79
429,04:33:43,82
430,04:33:48,84
431,04:33:53,86
432,04:34:08,86
433,04:34:13,87
434,04:34:18,88
435,04:34:28,89
436,04:34:33,90
437,04:34:38,89
438,04:34:53,89
439,04:35:08,89
440,04:35:13,88
441,04:35:18,87
442,04:35:33,87
443,04:35:43,88
444,04:35:58,88
445,04:36:03,90
446,04:36:13,91
447,04:36:23,90
448,04:36:28,88
449,04:36:33,87
450,04:36:43,86
451,04:36:53,85
452,04:37:08,85
453,04:37:13,86
454,04:37:23,87
455,04:37:28,87
456,04:37:43,87
457,04:37:48,88
458,04:37:53,89
459,04:37:58,92
460,04:38:05,91
461,04:38:21,91
462,04:38:26,90
463,04:38:41,89
464,04:38:46,91
465,04:38:56,91
466,04:39:01,92
467,04:39:06,94
468,04:39:11,96
469,04:39:16,97
470,04:39:21,96
471,04:39:26,95
472,04:39:31,96
473,04:39:36,97
474,04:39:46,97
475,04:39:51,95
476,04:39:56,94
