,level,mets,time,value
760,0,10,12:40:00,0.8483999967575073
761,0,10,12:41:00,0.8483999967575073
762,0,10,12:42:00,0.8483999967575073
763,0,10,12:43:00,0.8483999967575073
764,0,10,12:44:00,0.8483999967575073
765,0,10,12:45:00,0.8483999967575073
766,0,10,12:46:00,0.8483999967575073
767,0,10,12:47:00,0.8483999967575073
768,0,10,12:48:00,0.8483999967575073
769,0,10,12:49:00,0.8483999967575073
770,0,10,12:50:00,0.8483999967575073
771,0,10,12:51:00,0.8483999967575073
772,0,10,12:52:00,0.8483999967575073
773,0,10,12:53:00,0.8483999967575073
774,0,10,12:54:00,0.8483999967575073
775,0,10,12:55:00,0.8483999967575073
776,0,10,12:56:00,0.8483999967575073
777,0,10,12:57:00,0.8483999967575073
778,0,10,12:58:00,0.8483999967575073
779,0,10,12:59:00,0.8483999967575073
780,0,10,13:00:00,0.8483999967575073
781,0,10,13:01:00,0.8483999967575073
782,0,10,13:02:00,0.8483999967575073
783,0,10,13:03:00,0.8483999967575073
784,0,10,13:04:00,0.8483999967575073
785,0,10,13:05:00,0.8483999967575073
786,0,10,13:06:00,0.8483999967575073
787,0,10,13:07:00,0.8483999967575073
788,0,10,13:08:00,0.8483999967575073
789,0,10,13:09:00,0.8483999967575073
790,0,10,13:10:00,0.8483999967575073
791,0,10,13:11:00,0.8483999967575073
792,0,10,13:12:00,0.8483999967575073
793,0,10,13:13:00,0.8483999967575073
794,0,10,13:14:00,0.8483999967575073
795,0,10,13:15:00,0.8483999967575073
796,0,10,13:16:00,0.8483999967575073
797,0,10,13:17:00,0.8483999967575073
798,0,10,13:18:00,0.8483999967575073
799,0,10,13:19:00,0.8483999967575073
800,0,10,13:20:00,0.8483999967575073
801,0,10,13:21:00,0.8483999967575073
802,0,10,13:22:00,0.8483999967575073
803,0,10,13:23:00,0.8483999967575073
804,0,10,13:24:00,0.8483999967575073
805,0,10,13:25:00,0.8483999967575073
806,0,10,13:26:00,0.8483999967575073
807,0,10,13:27:00,0.8483999967575073
808,0,10,13:28:00,0.8483999967575073
809,0,10,13:29:00,0.8483999967575073
810,0,10,13:30:00,0.8483999967575073
811,0,10,13:31:00,0.8483999967575073
812,0,10,13:32:00,0.8483999967575073
813,0,10,13:33:00,0.8483999967575073
814,0,10,13:34:00,0.8483999967575073
815,0,10,13:35:00,0.8483999967575073
816,0,10,13:36:00,0.8483999967575073
817,0,10,13:37:00,0.8483999967575073
818,0,10,13:38:00,0.8483999967575073
819,0,10,13:39:00,0.8483999967575073
820,0,10,13:40:00,0.8483999967575073
821,0,10,13:41:00,0.8483999967575073
822,0,10,13:42:00,0.8483999967575073
823,0,10,13:43:00,0.8483999967575073
824,0,10,13:44:00,0.8483999967575073
825,0,10,13:45:00,0.8483999967575073
826,0,10,13:46:00,0.8483999967575073
827,0,10,13:47:00,0.8483999967575073
828,0,10,13:48:00,0.8483999967575073
829,0,10,13:49:00,0.8483999967575073
830,0,10,13:50:00,0.8483999967575073
831,0,10,13:51:00,0.8483999967575073
832,0,10,13:52:00,0.8483999967575073
833,0,10,13:53:00,0.8483999967575073
834,0,10,13:54:00,0.8483999967575073
835,0,10,13:55:00,0.8483999967575073
836,0,10,13:56:00,0.8483999967575073
837,0,10,13:57:00,0.8483999967575073
838,0,10,13:58:00,0.8483999967575073
839,0,10,13:59:00,0.8483999967575073
840,0,10,14:00:00,0.8483999967575073
841,0,10,14:01:00,0.8483999967575073
842,0,10,14:02:00,0.8483999967575073
843,0,10,14:03:00,0.8483999967575073
844,0,10,14:04:00,0.8483999967575073
845,0,10,14:05:00,0.8483999967575073
846,0,10,14:06:00,0.8483999967575073
847,0,10,14:07:00,0.8483999967575073
848,0,10,14:08:00,0.8483999967575073
849,0,10,14:09:00,0.8483999967575073
850,0,10,14:10:00,0.8483999967575073
851,0,10,14:11:00,0.8483999967575073
852,0,10,14:12:00,0.8483999967575073
853,0,10,14:13:00,0.8483999967575073
854,0,10,14:14:00,0.8483999967575073
855,0,10,14:15:00,0.8483999967575073
856,0,10,14:16:00,0.8483999967575073
857,0,10,14:17:00,0.8483999967575073
858,0,10,14:18:00,0.8483999967575073
859,0,10,14:19:00,0.8483999967575073
860,0,10,14:20:00,0.8483999967575073
861,0,10,14:21:00,0.8483999967575073
862,0,10,14:22:00,0.8483999967575073
863,0,10,14:23:00,0.8483999967575073
864,0,10,14:24:00,0.8483999967575073
865,0,10,14:25:00,0.8483999967575073
866,0,10,14:26:00,0.8483999967575073
867,0,10,14:27:00,0.8483999967575073
868,0,10,14:28:00,0.8483999967575073
869,0,10,14:29:00,0.8483999967575073
870,0,10,14:30:00,0.8483999967575073
871,0,10,14:31:00,0.8483999967575073
872,0,10,14:32:00,0.8483999967575073
873,0,10,14:33:00,0.8483999967575073
874,0,10,14:34:00,0.8483999967575073
875,0,10,14:35:00,0.8483999967575073
876,0,10,14:36:00,0.8483999967575073
877,0,10,14:37:00,0.8483999967575073
878,0,10,14:38:00,0.8483999967575073
879,0,10,14:39:00,0.8483999967575073
880,0,10,14:40:00,0.8483999967575073
