,level,mets,time,value
254,0,11,04:14:00,0.9332399964332581
255,0,11,04:15:00,0.9332399964332581
256,0,11,04:16:00,0.9332399964332581
257,0,10,04:17:00,0.8483999967575073
258,0,11,04:18:00,0.9332399964332581
259,0,11,04:19:00,0.9332399964332581
260,0,10,04:20:00,0.8483999967575073
261,0,10,04:21:00,0.8483999967575073
262,0,10,04:22:00,0.8483999967575073
263,0,10,04:23:00,0.8483999967575073
264,0,12,04:24:00,1.0180799961090088
265,0,10,04:25:00,0.8483999967575073
266,0,11,04:26:00,0.9332399964332581
267,0,10,04:27:00,0.8483999967575073
268,0,11,04:28:00,0.9332399964332581
269,0,10,04:29:00,0.8483999967575073
270,0,12,04:30:00,1.0180799961090088
271,0,10,04:31:00,0.8483999967575073
272,0,11,04:32:00,0.9332399964332581
273,0,10,04:33:00,0.8483999967575073
274,0,11,04:34:00,0.9332399964332581
275,0,11,04:35:00,0.9332399964332581
276,0,11,04:36:00,0.9332399964332581
277,1,40,04:37:00,3.3935999870300293
278,1,36,04:38:00,3.0542399883270264
279,0,13,04:39:00,1.1029200553894043
280,0,13,04:40:00,1.1029200553894043
